inventory_id,hospital_id,component_id,blood_group,units_available,received_date,expiry_date,status
483,2,4,AB+,6,2026-07-04,2026-07-09,Expiring
484,2,4,A+,8,2026-06-30,2026-07-05,Expiring
485,2,3,A+,3,2026-03-18,2027-03-18,Available
486,2,2,B+,8,2026-06-21,2026-08-02,Available
487,2,3,O+,5,2026-03-26,2027-03-26,Available
488,2,1,A-,3,2026-07-04,2026-08-08,Available
489,2,2,B+,7,2026-06-09,2026-07-21,Available
490,2,1,A+,1,2026-06-04,2026-07-09,Expiring
491,2,1,O+,1,2026-06-02,2026-07-07,Expiring
492,2,4,B-,6,2026-06-27,2026-07-02,Expired
493,2,1,A+,10,2026-07-04,2026-08-08,Available
494,2,3,B+,9,2026-06-19,2027-06-19,Available
495,2,4,A-,9,2026-06-30,2026-07-05,Expiring
496,2,2,A+,5,2026-06-04,2026-07-16,Available
497,2,3,B+,2,2025-08-15,2026-08-15,Available
498,2,1,AB+,2,2026-05-30,2026-07-04,Expired
499,2,3,O+,2,2025-09-23,2026-09-23,Available
500,2,2,O+,2,2026-06-03,2026-07-15,Available
501,2,2,O+,10,2026-06-06,2026-07-18,Available
502,2,3,A+,2,2026-03-30,2027-03-30,Available
503,2,3,B+,5,2025-11-27,2026-11-27,Available
504,2,3,B+,6,2026-04-19,2027-04-19,Available
505,2,1,AB+,6,2026-05-30,2026-07-04,Expired
506,2,4,A-,9,2026-06-28,2026-07-03,Expired
507,2,1,B+,1,2026-06-08,2026-07-13,Available
508,2,4,A+,1,2026-07-01,2026-07-06,Expiring
509,2,1,O+,7,2026-05-27,2026-07-01,Expired
510,2,4,O+,1,2026-07-05,2026-07-10,Expiring
511,2,4,O+,6,2026-07-02,2026-07-07,Expiring
512,2,1,A+,3,2026-06-08,2026-07-13,Available
513,2,4,B-,10,2026-07-02,2026-07-07,Expiring
514,2,1,B+,9,2026-06-15,2026-07-20,Available
515,2,4,B+,4,2026-06-25,2026-06-30,Expired
516,2,2,O+,6,2026-05-30,2026-07-11,Available
517,2,2,A+,10,2026-05-21,2026-07-02,Expired
518,2,1,A+,4,2026-06-26,2026-07-31,Available
519,2,4,A+,5,2026-07-02,2026-07-07,Expiring
520,2,4,A+,2,2026-07-03,2026-07-08,Expiring
521,2,4,A+,9,2026-07-05,2026-07-10,Expiring
522,2,3,A+,1,2025-08-31,2026-08-31,Available
523,2,3,B+,6,2025-10-02,2026-10-02,Allocated
524,2,3,O-,6,2026-01-19,2027-01-19,Allocated
525,2,1,B+,4,2026-06-22,2026-07-27,Available
526,2,3,A-,5,2025-11-30,2026-11-30,Available
527,2,1,A+,6,2026-06-22,2026-07-27,Available
528,2,4,A+,2,2026-06-28,2026-07-03,Expired
529,2,3,A+,1,2025-12-25,2026-12-25,Available
530,2,2,O+,4,2026-05-19,2026-06-30,Expired
531,2,1,A+,1,2026-06-11,2026-07-16,Available
532,2,4,A+,4,2026-06-29,2026-07-04,Expired
533,2,1,B-,7,2026-06-22,2026-07-27,Available
534,2,4,A+,2,2026-07-04,2026-07-09,Expiring
535,2,3,A-,9,2026-04-07,2027-04-07,Allocated
536,2,2,B-,9,2026-05-20,2026-07-01,Expired
537,2,2,B+,3,2026-06-28,2026-08-09,Available
538,2,1,A+,8,2026-06-28,2026-08-02,Available
539,2,3,A+,6,2026-01-03,2027-01-03,Available
540,2,3,A+,2,2026-03-20,2027-03-20,Available
541,2,4,B+,8,2026-06-30,2026-07-05,Expiring
542,2,4,O+,9,2026-07-01,2026-07-06,Expiring
543,2,3,O+,8,2026-05-09,2027-05-09,Available
544,2,3,B+,7,2025-12-23,2026-12-23,Available
545,2,4,B-,6,2026-07-04,2026-07-09,Expiring
546,2,1,B+,5,2026-06-12,2026-07-17,Available
547,2,1,A+,5,2026-06-08,2026-07-13,Available
548,2,4,B+,7,2026-07-04,2026-07-09,Expiring
549,2,1,A+,1,2026-06-05,2026-07-10,Expiring
550,2,3,O+,6,2026-02-15,2027-02-15,Available
551,2,4,B+,3,2026-07-02,2026-07-07,Expiring
552,2,4,O+,1,2026-06-26,2026-07-01,Expired
553,2,3,B+,9,2026-05-01,2027-05-01,Available
554,2,2,A+,8,2026-05-22,2026-07-03,Expired
555,2,2,A+,1,2026-07-03,2026-08-14,Available
556,2,1,A+,5,2026-06-22,2026-07-27,Available
557,2,3,O+,3,2025-12-05,2026-12-05,Available
558,2,3,AB-,9,2026-04-07,2027-04-07,Allocated
559,2,4,O-,3,2026-06-25,2026-06-30,Expired
560,2,3,A+,2,2025-12-31,2026-12-31,Available
561,2,2,B+,8,2026-07-04,2026-08-15,Available
562,2,4,O+,6,2026-06-29,2026-07-04,Expired
563,2,4,B+,10,2026-07-01,2026-07-06,Expiring
564,2,3,A+,1,2026-01-22,2027-01-22,Available
565,2,4,O-,1,2026-06-30,2026-07-05,Expiring
566,2,1,B+,1,2026-06-05,2026-07-10,Expiring
567,2,4,B+,7,2026-07-03,2026-07-08,Expiring
568,2,1,A+,9,2026-07-03,2026-08-07,Available
569,2,4,A-,9,2026-06-26,2026-07-01,Expired
570,2,2,A+,3,2026-06-25,2026-08-06,Available
571,2,4,B+,4,2026-06-30,2026-07-05,Expiring
572,2,2,B+,7,2026-06-30,2026-08-11,Allocated
573,2,3,O+,8,2026-05-09,2027-05-09,Available
574,2,2,O+,9,2026-06-09,2026-07-21,Available
575,2,3,B+,1,2025-08-31,2026-08-31,Available
576,2,4,O+,5,2026-06-28,2026-07-03,Expired
577,2,3,A+,6,2026-05-01,2027-05-01,Available
578,2,3,O+,10,2025-12-30,2026-12-30,Available
579,2,3,B+,8,2026-05-17,2027-05-17,Available
580,2,1,O+,4,2026-05-30,2026-07-04,Expired
581,2,2,O+,4,2026-06-27,2026-08-08,Available
582,2,2,B-,4,2026-06-26,2026-08-07,Available
583,2,3,AB-,7,2026-05-18,2027-05-18,Available
584,2,3,B+,2,2025-08-25,2026-08-25,Available
585,2,3,A+,3,2026-02-27,2027-02-27,Available
586,2,3,A+,6,2026-02-01,2027-02-01,Available
587,2,2,B+,10,2026-06-06,2026-07-18,Available
588,2,1,A+,5,2026-05-30,2026-07-04,Expired
589,2,1,O-,6,2026-06-27,2026-08-01,Available
590,2,2,O-,3,2026-05-24,2026-07-05,Expiring
591,2,4,A+,1,2026-06-26,2026-07-01,Expired
592,2,4,B+,1,2026-06-29,2026-07-04,Expired
593,2,4,B+,3,2026-07-02,2026-07-07,Expiring
594,2,1,B-,3,2026-07-05,2026-08-09,Available
595,2,2,A+,3,2026-06-20,2026-08-01,Available
596,2,1,A+,10,2026-07-05,2026-08-09,Available
597,2,1,B-,4,2026-06-13,2026-07-18,Available
598,2,2,AB+,7,2026-05-30,2026-07-11,Available
599,2,2,A+,8,2026-06-22,2026-08-03,Available
600,2,1,O+,8,2026-06-01,2026-07-06,Expiring
601,2,1,B+,5,2026-06-28,2026-08-02,Available
602,2,4,AB-,6,2026-06-27,2026-07-02,Expired
603,2,2,B+,3,2026-06-14,2026-07-26,Available
604,2,3,A+,9,2025-10-29,2026-10-29,Available
605,2,3,O+,6,2026-05-17,2027-05-17,Available
606,2,1,AB+,2,2026-06-19,2026-07-24,Available
607,2,3,B+,1,2025-11-29,2026-11-29,Allocated
608,2,4,B+,2,2026-07-03,2026-07-08,Expiring
609,2,4,O+,8,2026-07-02,2026-07-07,Expiring
610,2,2,AB+,2,2026-06-28,2026-08-09,Available
611,2,3,AB-,3,2026-02-04,2027-02-04,Available
612,2,4,A+,8,2026-07-01,2026-07-06,Expiring
613,2,1,B+,9,2026-06-08,2026-07-13,Allocated
614,2,3,A+,9,2026-05-24,2027-05-24,Available
615,2,3,B+,4,2025-10-17,2026-10-17,Available
616,2,3,AB-,4,2025-07-22,2026-07-22,Available
617,2,4,A+,6,2026-07-02,2026-07-07,Expiring
618,2,4,B+,10,2026-06-27,2026-07-02,Expired
619,2,2,O-,10,2026-06-26,2026-08-07,Available
620,2,1,B+,1,2026-06-02,2026-07-07,Expiring
621,2,3,AB+,6,2025-10-06,2026-10-06,Available
622,2,3,A+,9,2025-07-15,2026-07-15,Available
623,2,4,A+,2,2026-07-03,2026-07-08,Expiring
624,2,4,B-,3,2026-06-25,2026-06-30,Expired
625,2,1,B+,10,2026-05-26,2026-06-30,Expired
626,2,3,A+,3,2026-03-12,2027-03-12,Available
627,2,3,B+,7,2025-08-27,2026-08-27,Available
628,2,1,A+,1,2026-06-18,2026-07-23,Allocated
629,2,3,B+,5,2025-12-12,2026-12-12,Available
630,2,3,A+,7,2025-10-11,2026-10-11,Available
631,2,2,B+,6,2026-06-06,2026-07-18,Available
632,2,4,A+,1,2026-07-01,2026-07-06,Expiring
633,2,1,O+,5,2026-07-01,2026-08-05,Available
634,2,3,A+,5,2025-07-28,2026-07-28,Available
635,2,2,O+,10,2026-05-20,2026-07-01,Expired
636,2,4,B+,2,2026-06-26,2026-07-01,Expired
637,2,4,B-,7,2026-07-05,2026-07-10,Expiring
638,2,2,A+,3,2026-06-27,2026-08-08,Available
639,2,1,B+,4,2026-06-25,2026-07-30,Available
640,2,2,A+,7,2026-06-25,2026-08-06,Available
641,3,2,AB-,4,2026-06-23,2026-08-04,Available
642,3,2,A-,4,2026-07-01,2026-08-12,Allocated
643,3,4,A+,3,2026-07-01,2026-07-06,Expiring
644,3,1,O+,2,2026-06-10,2026-07-15,Available
645,3,2,B+,3,2026-05-29,2026-07-10,Expiring
646,3,1,AB-,8,2026-06-22,2026-07-27,Available
647,3,2,B+,6,2026-06-18,2026-07-30,Available
648,3,3,A+,9,2026-05-06,2027-05-06,Available
649,3,2,O+,10,2026-06-29,2026-08-10,Available
650,3,3,B+,8,2025-08-01,2026-08-01,Available
651,3,1,A+,9,2026-06-28,2026-08-02,Available
652,3,2,A+,3,2026-06-06,2026-07-18,Available
653,3,3,B+,6,2025-07-02,2026-07-02,Expired
654,3,1,B+,1,2026-06-18,2026-07-23,Available
655,3,4,A+,2,2026-07-01,2026-07-06,Expiring
656,3,3,B+,8,2025-08-19,2026-08-19,Available
657,3,2,O+,8,2026-06-25,2026-08-06,Available
658,3,2,A+,9,2026-06-21,2026-08-02,Available
659,3,1,O+,10,2026-05-28,2026-07-02,Expired
660,3,3,O+,4,2026-01-01,2027-01-01,Available
661,3,1,B+,7,2026-06-04,2026-07-09,Expiring
662,3,1,A-,1,2026-06-09,2026-07-14,Available
663,3,3,B+,5,2026-02-12,2027-02-12,Allocated
664,3,1,A+,9,2026-05-26,2026-06-30,Expired
665,3,4,B+,7,2026-06-30,2026-07-05,Expiring
666,3,4,A+,5,2026-06-25,2026-06-30,Expired
667,3,3,O+,2,2026-01-04,2027-01-04,Available
668,3,1,O+,4,2026-06-04,2026-07-09,Expiring
669,3,1,AB+,8,2026-05-29,2026-07-03,Expired
670,3,2,A+,10,2026-06-21,2026-08-02,Available
671,3,3,A-,2,2026-02-19,2027-02-19,Allocated
672,3,3,B+,8,2025-07-08,2026-07-08,Expiring
673,3,2,B+,10,2026-05-31,2026-07-12,Available
674,3,1,A+,10,2026-06-11,2026-07-16,Available
675,3,2,AB+,7,2026-05-24,2026-07-05,Expiring
676,3,3,B+,10,2026-06-14,2027-06-14,Available
677,3,1,O+,10,2026-06-29,2026-08-03,Available
678,3,1,AB+,6,2026-06-20,2026-07-25,Available
679,3,3,O-,10,2025-07-07,2026-07-07,Expiring
680,3,3,A-,7,2025-12-02,2026-12-02,Available
681,3,1,O+,6,2026-07-03,2026-08-07,Available
682,3,3,B+,8,2025-11-22,2026-11-22,Available
683,3,3,A+,1,2025-10-11,2026-10-11,Allocated
684,3,4,A+,7,2026-06-25,2026-06-30,Expired
685,3,3,O+,1,2025-07-28,2026-07-28,Available
686,3,2,O+,1,2026-06-24,2026-08-05,Available
687,3,1,A+,2,2026-06-14,2026-07-19,Available
688,3,1,B+,1,2026-06-09,2026-07-14,Available
689,3,3,B+,6,2026-02-26,2027-02-26,Available
690,3,3,AB+,6,2026-01-10,2027-01-10,Allocated
691,3,2,AB+,5,2026-06-20,2026-08-01,Available
692,3,2,A+,6,2026-07-02,2026-08-13,Available
693,3,3,A+,5,2025-08-14,2026-08-14,Available
694,3,2,O+,4,2026-06-25,2026-08-06,Available
695,3,3,A+,6,2025-09-28,2026-09-28,Available
696,3,4,AB+,3,2026-06-30,2026-07-05,Expiring
697,3,2,A+,2,2026-06-04,2026-07-16,Available
698,3,3,A+,9,2025-08-24,2026-08-24,Available
699,3,3,A+,6,2026-03-11,2027-03-11,Available
700,3,4,A-,2,2026-07-04,2026-07-09,Expiring
701,3,4,B+,7,2026-06-25,2026-06-30,Expired
702,3,4,A+,10,2026-06-30,2026-07-05,Expiring
703,3,4,O+,3,2026-06-28,2026-07-03,Expired
704,3,4,AB+,4,2026-06-29,2026-07-04,Expired
705,3,3,A+,8,2026-02-20,2027-02-20,Available
706,3,1,A+,6,2026-06-07,2026-07-12,Available
707,3,4,B+,6,2026-07-03,2026-07-08,Expiring
708,3,3,AB+,2,2026-06-27,2027-06-27,Available
709,3,4,A+,9,2026-07-01,2026-07-06,Expiring
710,3,3,O+,9,2025-07-12,2026-07-12,Available
711,3,4,A+,9,2026-06-27,2026-07-02,Expired
712,3,4,O-,7,2026-07-03,2026-07-08,Expiring
713,3,2,B+,2,2026-05-27,2026-07-08,Expiring
714,3,1,B+,2,2026-06-23,2026-07-28,Available
715,3,4,B+,7,2026-06-26,2026-07-01,Expired
716,3,4,O+,3,2026-07-01,2026-07-06,Expiring
717,3,3,A+,6,2025-07-04,2026-07-04,Expired
718,3,1,O-,6,2026-06-01,2026-07-06,Expiring
719,3,3,B+,3,2025-12-14,2026-12-14,Allocated
720,3,1,A+,5,2026-06-29,2026-08-03,Available
721,3,2,B+,6,2026-06-30,2026-08-11,Allocated
722,3,3,A+,1,2025-11-21,2026-11-21,Available
723,3,4,A-,5,2026-07-03,2026-07-08,Expiring
724,3,4,B+,8,2026-07-05,2026-07-10,Expiring
725,3,2,O+,4,2026-06-21,2026-08-02,Available
726,3,1,B+,8,2026-06-21,2026-07-26,Available
727,3,3,B+,3,2026-03-17,2027-03-17,Available
728,3,2,A+,1,2026-06-20,2026-08-01,Available
729,3,3,B+,8,2025-10-31,2026-10-31,Available
730,3,2,B+,10,2026-05-31,2026-07-12,Available
731,3,1,A+,9,2026-06-24,2026-07-29,Available
732,3,1,A+,10,2026-05-26,2026-06-30,Expired
733,3,1,A+,5,2026-06-11,2026-07-16,Available
734,3,3,A+,5,2025-12-31,2026-12-31,Available
735,3,3,B+,4,2025-12-31,2026-12-31,Available
736,3,2,A+,2,2026-06-13,2026-07-25,Allocated
737,3,3,A+,6,2026-04-28,2027-04-28,Available
738,3,4,A+,9,2026-07-02,2026-07-07,Expiring
739,3,1,A+,3,2026-05-29,2026-07-03,Expired
740,3,1,A+,9,2026-06-29,2026-08-03,Available
741,3,4,A+,6,2026-06-27,2026-07-02,Expired
742,3,2,AB+,10,2026-06-29,2026-08-10,Available
743,3,3,O+,9,2026-01-08,2027-01-08,Available
744,3,3,A+,8,2026-03-13,2027-03-13,Available
745,3,4,B+,8,2026-07-05,2026-07-10,Expiring
746,3,3,B-,8,2025-08-23,2026-08-23,Available
747,3,2,B-,2,2026-06-08,2026-07-20,Allocated
748,3,4,O-,1,2026-07-03,2026-07-08,Expiring
749,3,3,B+,8,2025-09-22,2026-09-22,Available
750,3,1,A+,6,2026-07-02,2026-08-06,Available
751,3,1,B-,2,2026-06-26,2026-07-31,Available
752,3,3,O-,5,2026-06-02,2027-06-02,Available
753,3,4,O+,10,2026-07-05,2026-07-10,Expiring
754,3,1,AB+,7,2026-06-04,2026-07-09,Expiring
755,3,2,B+,3,2026-05-21,2026-07-02,Expired
756,3,1,A+,4,2026-06-10,2026-07-15,Available
757,3,3,O-,9,2026-01-28,2027-01-28,Available
758,3,2,B+,6,2026-06-16,2026-07-28,Available
759,3,4,A+,7,2026-06-27,2026-07-02,Expired
760,3,2,B+,9,2026-06-26,2026-08-07,Allocated
761,3,1,B+,6,2026-05-29,2026-07-03,Expired
762,3,2,B+,10,2026-07-05,2026-08-16,Available
763,3,3,O+,10,2026-01-03,2027-01-03,Available
764,3,4,O+,10,2026-07-04,2026-07-09,Expiring
765,3,2,O+,9,2026-07-01,2026-08-12,Available
766,3,4,A+,4,2026-07-03,2026-07-08,Expiring
767,3,3,A+,10,2026-02-28,2027-02-28,Available
768,3,3,O+,3,2026-04-05,2027-04-05,Available
769,3,3,B+,2,2025-10-25,2026-10-25,Available
770,3,3,O+,7,2026-05-18,2027-05-18,Available
771,3,1,O+,7,2026-06-11,2026-07-16,Available
772,3,3,AB+,3,2025-11-05,2026-11-05,Available
773,3,4,A+,2,2026-07-03,2026-07-08,Expiring
774,3,1,A+,6,2026-06-16,2026-07-21,Available
775,3,1,O+,5,2026-06-08,2026-07-13,Available
776,3,1,A-,5,2026-06-24,2026-07-29,Available
777,3,3,O-,6,2026-03-11,2027-03-11,Allocated
778,3,2,A+,2,2026-05-26,2026-07-07,Expiring
779,3,3,O+,8,2026-01-13,2027-01-13,Available
780,3,3,B-,5,2025-10-10,2026-10-10,Available
781,3,1,A+,1,2026-05-28,2026-07-02,Expired
782,3,4,O+,1,2026-06-27,2026-07-02,Expired
783,3,3,A+,6,2025-07-21,2026-07-21,Available
784,3,4,O+,9,2026-07-05,2026-07-10,Expiring
785,3,4,B-,1,2026-07-05,2026-07-10,Expiring
786,3,3,B+,7,2026-01-19,2027-01-19,Available
787,3,1,A+,10,2026-05-30,2026-07-04,Expired
788,3,3,A+,2,2025-12-26,2026-12-26,Allocated
789,3,2,O-,10,2026-06-23,2026-08-04,Available
790,3,1,B+,4,2026-06-01,2026-07-06,Expiring
791,3,2,AB+,2,2026-06-13,2026-07-25,Available
792,3,4,B-,10,2026-07-03,2026-07-08,Expiring
793,3,3,B+,10,2025-12-26,2026-12-26,Available
794,3,3,O+,3,2025-11-22,2026-11-22,Available
795,3,1,B-,1,2026-06-07,2026-07-12,Available
796,3,3,AB+,2,2025-10-03,2026-10-03,Available
797,3,2,A+,5,2026-06-16,2026-07-28,Available
798,3,2,AB+,3,2026-05-23,2026-07-04,Expired
799,3,3,B+,9,2025-09-06,2026-09-06,Available
800,3,2,O+,8,2026-06-29,2026-08-10,Available
801,3,4,B+,10,2026-07-03,2026-07-08,Expiring
802,3,3,AB+,8,2026-01-14,2027-01-14,Allocated
803,3,4,A+,7,2026-06-27,2026-07-02,Expired
804,3,1,A+,2,2026-06-07,2026-07-12,Available
805,3,2,O+,6,2026-07-01,2026-08-12,Available
806,3,3,A+,4,2026-04-24,2027-04-24,Allocated
807,3,2,A+,4,2026-06-04,2026-07-16,Available
808,3,3,A+,6,2026-06-14,2027-06-14,Available
809,3,1,A-,10,2026-06-05,2026-07-10,Expiring
810,3,4,A+,9,2026-07-04,2026-07-09,Expiring
811,3,1,B+,6,2026-06-30,2026-08-04,Allocated
812,3,1,A+,10,2026-05-30,2026-07-04,Expired
813,3,2,O-,9,2026-05-22,2026-07-03,Expired
814,3,4,A+,7,2026-06-27,2026-07-02,Expired
815,3,1,A+,4,2026-06-01,2026-07-06,Expiring
816,3,2,A+,6,2026-06-17,2026-07-29,Available
817,3,3,A+,5,2026-03-26,2027-03-26,Allocated
818,3,1,O+,7,2026-06-08,2026-07-13,Available
819,3,4,A+,8,2026-07-04,2026-07-09,Expiring
820,3,3,A+,8,2026-06-23,2027-06-23,Available
821,3,3,AB+,8,2025-09-21,2026-09-21,Available
822,3,2,AB+,8,2026-06-16,2026-07-28,Allocated
823,3,4,O-,1,2026-07-01,2026-07-06,Expiring
824,3,3,A+,1,2025-10-08,2026-10-08,Available
825,3,4,A+,5,2026-07-04,2026-07-09,Expiring
826,3,3,O+,10,2025-09-08,2026-09-08,Available
827,3,1,A+,1,2026-06-15,2026-07-20,Available
828,3,2,A+,5,2026-07-02,2026-08-13,Available
829,3,1,B+,9,2026-06-13,2026-07-18,Available
830,3,1,B+,9,2026-06-08,2026-07-13,Available
831,3,3,A+,9,2026-04-05,2027-04-05,Available
832,3,2,B+,1,2026-05-22,2026-07-03,Expired
833,3,2,A+,2,2026-06-22,2026-08-03,Available
834,3,4,B-,4,2026-07-03,2026-07-08,Expiring
835,3,2,A+,6,2026-05-21,2026-07-02,Expired
836,3,3,A+,4,2026-05-29,2027-05-29,Available
837,3,2,B+,10,2026-05-30,2026-07-11,Available
838,3,2,O+,4,2026-06-11,2026-07-23,Allocated
839,3,4,A-,5,2026-07-04,2026-07-09,Expiring
840,3,3,A-,4,2026-07-03,2027-07-03,Available
841,3,3,A+,3,2026-01-17,2027-01-17,Allocated
842,3,3,O-,6,2026-03-11,2027-03-11,Allocated
843,3,4,A+,1,2026-06-29,2026-07-04,Expired
844,3,3,A+,3,2026-04-17,2027-04-17,Available
845,3,4,B+,5,2026-06-26,2026-07-01,Expired
846,3,4,B+,10,2026-06-29,2026-07-04,Expired
847,3,1,B-,5,2026-05-26,2026-06-30,Expired
848,3,3,A+,5,2026-03-23,2027-03-23,Available
849,3,2,B+,7,2026-07-05,2026-08-16,Available
850,3,2,A+,5,2026-06-11,2026-07-23,Available
851,3,4,A-,8,2026-07-02,2026-07-07,Expiring
852,3,4,B+,10,2026-07-01,2026-07-06,Expiring
853,3,4,B+,7,2026-07-05,2026-07-10,Expiring
854,3,1,O+,8,2026-07-03,2026-08-07,Available
855,3,4,B+,2,2026-07-02,2026-07-07,Expiring
856,3,1,B-,2,2026-05-26,2026-06-30,Expired
857,3,1,B+,3,2026-06-28,2026-08-02,Allocated
858,3,3,O+,2,2025-10-28,2026-10-28,Available
859,3,4,O+,3,2026-06-30,2026-07-05,Expiring
860,3,3,B+,7,2026-02-24,2027-02-24,Available
861,3,3,A+,5,2026-02-09,2027-02-09,Available
862,3,3,A+,2,2026-02-22,2027-02-22,Available
863,3,2,O+,4,2026-06-10,2026-07-22,Allocated
864,3,4,B+,8,2026-06-27,2026-07-02,Expired
865,3,3,A+,3,2026-03-25,2027-03-25,Available
866,3,2,B+,8,2026-07-03,2026-08-14,Available
867,3,2,B+,4,2026-06-28,2026-08-09,Available
868,3,4,A+,3,2026-06-29,2026-07-04,Expired
869,3,4,A+,2,2026-07-04,2026-07-09,Expiring
870,3,1,A+,7,2026-06-20,2026-07-25,Available
871,3,3,AB+,3,2025-11-23,2026-11-23,Available
872,3,3,B-,9,2026-06-14,2027-06-14,Available
873,3,2,A+,4,2026-06-23,2026-08-04,Available
874,3,3,AB-,10,2026-06-13,2027-06-13,Available
875,3,1,AB+,6,2026-06-26,2026-07-31,Available
876,3,4,B+,3,2026-07-01,2026-07-06,Expiring
877,3,1,B+,8,2026-06-13,2026-07-18,Available
878,3,1,B+,7,2026-07-02,2026-08-06,Available
879,3,3,A+,9,2026-02-06,2027-02-06,Available
880,3,2,B+,4,2026-06-24,2026-08-05,Available
881,3,3,A+,8,2025-07-01,2026-07-01,Expired
882,3,4,O+,8,2026-07-05,2026-07-10,Expiring
883,3,2,B+,4,2026-07-01,2026-08-12,Available
884,3,3,AB+,9,2026-02-08,2027-02-08,Available
885,3,4,B+,6,2026-06-27,2026-07-02,Expired
886,3,3,A+,2,2026-06-06,2027-06-06,Available
887,3,4,AB+,9,2026-06-29,2026-07-04,Expired
888,3,3,A+,1,2025-10-05,2026-10-05,Available
889,3,3,AB+,6,2026-04-10,2027-04-10,Available
890,3,3,A-,2,2026-04-23,2027-04-23,Available
891,3,2,B+,7,2026-07-05,2026-08-16,Available
892,3,1,A+,7,2026-07-02,2026-08-06,Available
893,3,1,A+,4,2026-06-28,2026-08-02,Available
894,3,4,B+,10,2026-07-05,2026-07-10,Expiring
895,3,1,O+,2,2026-06-01,2026-07-06,Expiring
896,3,3,O+,8,2026-06-25,2027-06-25,Allocated
897,3,4,A+,7,2026-06-25,2026-06-30,Expired
898,3,2,O+,10,2026-06-17,2026-07-29,Available
899,3,3,O+,8,2026-03-06,2027-03-06,Available
900,3,1,O+,8,2026-06-13,2026-07-18,Available
901,3,3,A-,8,2026-04-18,2027-04-18,Available
902,3,2,B+,4,2026-06-12,2026-07-24,Available
903,3,4,B+,3,2026-06-25,2026-06-30,Expired
904,3,3,A-,5,2025-12-19,2026-12-19,Available
905,3,2,B+,1,2026-06-12,2026-07-24,Available
906,3,3,A+,3,2026-02-02,2027-02-02,Available
907,3,3,O+,9,2025-12-07,2026-12-07,Available
908,3,1,B+,3,2026-06-10,2026-07-15,Available
909,3,1,AB-,4,2026-06-13,2026-07-18,Allocated
910,3,4,AB+,7,2026-06-29,2026-07-04,Expired
911,3,4,A+,8,2026-06-28,2026-07-03,Expired
912,3,4,A+,7,2026-06-28,2026-07-03,Expired
913,3,2,A+,6,2026-06-06,2026-07-18,Available
914,3,3,O+,7,2025-07-30,2026-07-30,Available
915,3,1,B+,4,2026-06-02,2026-07-07,Expiring
916,3,2,B+,4,2026-06-20,2026-08-01,Available
917,3,1,O+,4,2026-05-30,2026-07-04,Expired
918,3,3,A+,10,2025-08-02,2026-08-02,Available
919,3,4,A+,9,2026-06-28,2026-07-03,Expired
920,3,3,A+,6,2025-12-08,2026-12-08,Available
921,3,4,AB+,7,2026-07-02,2026-07-07,Expiring
922,3,3,B+,8,2026-04-24,2027-04-24,Available
923,3,3,A+,8,2025-08-06,2026-08-06,Available
924,3,4,B+,7,2026-06-26,2026-07-01,Expired
925,3,1,A+,4,2026-07-02,2026-08-06,Available
926,3,1,A+,3,2026-05-31,2026-07-05,Expiring
927,3,1,O+,9,2026-06-11,2026-07-16,Available
928,3,1,B-,1,2026-06-07,2026-07-12,Available
929,3,4,B-,10,2026-06-29,2026-07-04,Expired
930,3,1,AB+,5,2026-06-24,2026-07-29,Allocated
931,3,4,O+,10,2026-06-25,2026-06-30,Expired
932,3,3,A+,7,2026-04-17,2027-04-17,Available
933,3,4,O-,3,2026-07-02,2026-07-07,Expiring
934,3,1,B+,6,2026-06-09,2026-07-14,Available
935,3,4,A-,8,2026-07-03,2026-07-08,Expiring
936,3,2,B+,10,2026-06-15,2026-07-27,Allocated
937,3,2,B+,9,2026-05-27,2026-07-08,Expiring
938,3,3,O+,1,2025-08-18,2026-08-18,Available
939,3,4,O+,2,2026-07-04,2026-07-09,Expiring
940,3,2,A+,1,2026-07-04,2026-08-15,Allocated
941,3,2,B+,6,2026-07-02,2026-08-13,Available
942,3,4,AB+,6,2026-06-30,2026-07-05,Expiring
943,3,2,O+,3,2026-06-23,2026-08-04,Allocated
944,3,4,O+,2,2026-07-01,2026-07-06,Expiring
945,3,2,O+,10,2026-06-12,2026-07-24,Allocated
946,3,3,B+,8,2025-09-10,2026-09-10,Available
947,3,4,O-,5,2026-07-03,2026-07-08,Expiring
948,3,2,AB+,2,2026-06-16,2026-07-28,Available
949,3,4,A+,3,2026-07-03,2026-07-08,Expiring
950,3,3,O+,7,2026-04-13,2027-04-13,Available
951,3,3,B+,7,2025-08-23,2026-08-23,Available
952,3,2,AB+,8,2026-05-31,2026-07-12,Available
953,3,1,A-,4,2026-06-18,2026-07-23,Allocated
954,3,1,A-,8,2026-06-26,2026-07-31,Available
955,3,3,B+,3,2026-06-15,2027-06-15,Available
956,3,1,A+,7,2026-06-05,2026-07-10,Expiring
957,3,3,B+,3,2025-11-03,2026-11-03,Available
958,3,3,O+,6,2025-09-08,2026-09-08,Allocated
959,3,1,O+,10,2026-05-29,2026-07-03,Expired
960,3,4,O+,8,2026-07-03,2026-07-08,Expiring
961,3,1,B+,8,2026-07-04,2026-08-08,Allocated
962,3,2,B+,6,2026-05-30,2026-07-11,Available
963,3,4,A+,6,2026-07-04,2026-07-09,Expiring
964,3,1,B+,3,2026-07-01,2026-08-05,Available
965,3,1,O+,7,2026-06-16,2026-07-21,Allocated
966,3,3,A+,4,2026-05-10,2027-05-10,Allocated
